,Source.Name,Assigned_Breach_Number,Date_Reported_To_OCA,Organization_Name,Breach_Type_Description,Breach_Occur_at_the_Reporting_Entity?,MA_Residents_Affected,SSNBreached,Account_Number_Breached,Drivers_Licenses_Breached,Credit_Debit_Numbers_Breached,Provided_Credit_Monitoring,Data_Encrypted,Mobile_Device_Lost_Stolen,Reported_Year
8150,NEW Data Breach Web Report 2016_0,8693,2016-03-02,Salem Five,Electronic,No,2.0,No,No,No,Yes,No,No,No,2016
8151,NEW Data Breach Web Report 2016_0,8694,2016-03-02,Fitchburg State University,Electronic,Yes,11.0,Yes,No,No,No,Yes,No,Yes,2016
8152,NEW Data Breach Web Report 2016_0,8696,2016-03-02,Mack-Cali Realty Corporation,Electronic,Yes,61.0,Yes,No,No,No,Yes,No,No,2016
8153,NEW Data Breach Web Report 2016_0,8697,2016-03-03,Intuit Inc,Electronic,Yes,7.0,Yes,No,Yes,No,Yes,No,No,2016
8154,NEW Data Breach Web Report 2016_0,8698,2016-03-03,Acifio Inc,Electronic,Yes,132.0,Yes,No,No,No,Yes,No,No,2016
8155,NEW Data Breach Web Report 2016_0,8699,2016-03-03,Massachusetts Institute of Technology,Electronic,Yes,1.0,No,No,No,Yes,No,No,Yes,2016
8156,NEW Data Breach Web Report 2016_0,8700,2016-03-03,Wells Fargo,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2016
8157,NEW Data Breach Web Report 2016_0,8683,2016-03-03,American Express,Electronic,No,15.0,No,No,No,Yes,No,No,No,2016
8158,NEW Data Breach Web Report 2016_0,8684,2016-03-03,Pilgrim Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8159,NEW Data Breach Web Report 2016_0,8685,2016-03-03,American Express,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8160,NEW Data Breach Web Report 2016_0,8687,2016-03-03,AmeriPride Services Inc.,Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2016
8161,NEW Data Breach Web Report 2016_0,8701,2016-03-04,The Savings Bank,Electronic,No,14.0,No,Yes,No,No,Yes,No,No,2016
8162,NEW Data Breach Web Report 2016_0,8702,2016-03-04,St. Mary's Credit Union,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8163,NEW Data Breach Web Report 2016_0,8703,2016-03-04,Kaazing Corporation,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8164,NEW Data Breach Web Report 2016_0,8705,2016-03-04,TN Marketing,Electronic,Yes,162.0,No,No,No,Yes,Yes,No,No,2016
8165,NEW Data Breach Web Report 2016_0,8707,2016-03-07,Information Innovators Inc,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8166,NEW Data Breach Web Report 2016_0,8708,2016-03-08,Rosen Hotels & Resorts Inc,Electronic,Yes,268.0,No,No,No,Yes,No,No,No,2016
8167,NEW Data Breach Web Report 2016_0,8709,2016-03-08,Just Marketing Inc,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8168,NEW Data Breach Web Report 2016_0,8710,2016-03-08,Acronis Inc,Electronic,Yes,81.0,Yes,No,No,No,Yes,No,No,2016
8169,NEW Data Breach Web Report 2016_0,8712,2016-03-08,Billy Casper Golf,Electronic,Yes,59.0,Yes,No,No,No,Yes,No,No,2016
8170,NEW Data Breach Web Report 2016_0,8713,2016-03-08,The First Marblehead Corporation,Electronic,Yes,41.0,Yes,No,No,No,No,No,No,2016
8171,NEW Data Breach Web Report 2016_0,8714,2016-03-08,ProKarma,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2016
8172,NEW Data Breach Web Report 2016_0,8715,2016-03-08,ISCO Industries Inc,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2016
8173,NEW Data Breach Web Report 2016_0,8716,2016-03-08,Aspect Software Inc,Electronic,Yes,148.0,Yes,No,No,No,Yes,No,No,2016
8174,NEW Data Breach Web Report 2016_0,8717,2016-03-08,Shepherd Center,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2016
8175,NEW Data Breach Web Report 2016_0,8718,2016-03-08,Cape Ann Savings Bank,Electronic,Yes,2.0,No,Yes,No,No,No,No,No,2016
8176,NEW Data Breach Web Report 2016_0,8719,2016-03-08,St. Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8177,NEW Data Breach Web Report 2016_0,8720,2016-03-08,Savers Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8178,NEW Data Breach Web Report 2016_0,8721,2016-03-08,Anthem BlueCross BlueShield,Electronic,Yes,4.0,Yes,No,No,No,No,No,No,2016
8179,NEW Data Breach Web Report 2016_0,8722,2016-03-08,Adams Community Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8180,NEW Data Breach Web Report 2016_0,8723,2016-03-08,"Data Xu, Inc.",Electronic,Yes,195.0,Yes,No,No,No,No,No,No,2016
8181,NEW Data Breach Web Report 2016_0,8724,2016-03-08,Eagle Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8182,NEW Data Breach Web Report 2016_0,8725,2016-03-08,A.D. Makepeace Companies,Electronic,Yes,126.0,Yes,No,No,No,Yes,No,No,2016
8183,NEW Data Breach Web Report 2016_0,8753,2016-03-08,Eastern Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8184,NEW Data Breach Web Report 2016_0,8754,2016-03-08,Eastern Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2016
8185,NEW Data Breach Web Report 2016_0,8755,2016-03-08,Eastern Bank,Electronic,No,1.0,No,Yes,No,No,No,No,No,2016
8186,NEW Data Breach Web Report 2016_0,8756,2016-03-08,Eastern Bank,Electronic,No,68.0,No,No,No,No,No,No,No,2016
8187,NEW Data Breach Web Report 2016_0,8757,2016-03-08,Eastern Bank,Electronic,No,44.0,No,No,No,Yes,No,No,No,2016
8188,NEW Data Breach Web Report 2016_0,8758,2016-03-08,Eastern Bank,Electronic,No,101.0,No,No,No,Yes,No,No,No,2016
8189,NEW Data Breach Web Report 2016_0,8759,2016-03-08,Eastern Bank,Electronic,No,7.0,No,No,No,Yes,No,No,No,2016
8190,NEW Data Breach Web Report 2016_0,8760,2016-03-08,Eastern Bank,Electronic,No,5.0,No,No,No,Yes,No,No,No,2016
8191,NEW Data Breach Web Report 2016_0,8761,2016-03-08,Eastern Bank,Electronic,No,6.0,No,No,No,Yes,No,No,No,2016
8192,NEW Data Breach Web Report 2016_0,8762,2016-03-08,Eastern Bank,Electronic,No,1.0,No,Yes,No,No,No,No,No,2016
8193,NEW Data Breach Web Report 2016_0,8763,2016-03-08,Eastern Bank,Electronic,No,7.0,No,No,No,Yes,No,No,No,2016
8194,NEW Data Breach Web Report 2016_0,8764,2016-03-08,Eastern Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8195,NEW Data Breach Web Report 2016_0,8765,2016-03-08,Eastern Bank,Electronic,No,1.0,No,Yes,No,No,No,No,No,2016
8196,NEW Data Breach Web Report 2016_0,8766,2016-03-08,Eastern Bank,Electronic,No,11.0,No,Yes,No,No,No,No,No,2016
8197,NEW Data Breach Web Report 2016_0,8767,2016-03-08,Eastern Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8198,NEW Data Breach Web Report 2016_0,8768,2016-03-08,Eastern Bank,Electronic,No,5.0,No,Yes,No,No,No,No,No,2016
8199,NEW Data Breach Web Report 2016_0,8769,2016-03-08,Eastern Bank,Electronic,No,1.0,No,Yes,No,No,No,No,No,2016
8200,NEW Data Breach Web Report 2016_0,8770,2016-03-08,Eastern Bank,Electronic,No,5.0,No,No,No,Yes,No,No,No,2016
8201,NEW Data Breach Web Report 2016_0,8735,2016-03-08,"Abel Womack, Inc.",Electronic,Yes,42.0,No,Yes,No,No,No,No,No,2016
8202,NEW Data Breach Web Report 2016_0,8688,2016-03-08,Toyota Financial Services,Electronic,Yes,72.0,Yes,No,Yes,No,Yes,No,No,2016
8203,NEW Data Breach Web Report 2016_0,8726,2016-03-09,American Express,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8204,NEW Data Breach Web Report 2016_0,8730,2016-03-09,Intuit,Electronic,Yes,19.0,Yes,No,Yes,No,Yes,No,No,2016
8205,NEW Data Breach Web Report 2016_0,10367,2016-03-09,Bristol County Savings Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8206,NEW Data Breach Web Report 2016_0,10368,2016-03-09,Bristol County Savings Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2016
8207,NEW Data Breach Web Report 2016_0,10369,2016-03-09,Bristol County Savings Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8208,NEW Data Breach Web Report 2016_0,10370,2016-03-09,Bristol County Savings Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8209,NEW Data Breach Web Report 2016_0,10371,2016-03-09,Bristol County Savings Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8210,NEW Data Breach Web Report 2016_0,10372,2016-03-09,Bristol County Savings Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8211,NEW Data Breach Web Report 2016_0,10373,2016-03-09,Bristol County Savings Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8212,NEW Data Breach Web Report 2016_0,10374,2016-03-09,Bristol County Savings Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8213,NEW Data Breach Web Report 2016_0,10375,2016-03-09,Bristol County Savings Bank,Electronic,No,7.0,No,No,No,Yes,No,No,No,2016
8214,NEW Data Breach Web Report 2016_0,10376,2016-03-09,Bristol County Savings Bank,Electronic,No,9.0,No,No,No,Yes,No,No,No,2016
8215,NEW Data Breach Web Report 2016_0,10377,2016-03-09,Bristol County Savings Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8216,NEW Data Breach Web Report 2016_0,10378,2016-03-10,The Village Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8217,NEW Data Breach Web Report 2016_0,10379,2016-03-10,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8218,NEW Data Breach Web Report 2016_0,10380,2016-03-10,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8219,NEW Data Breach Web Report 2016_0,8731,2016-03-10,Turner Constuction Company,Electronic,Yes,788.0,Yes,No,No,No,Yes,No,No,2016
8220,NEW Data Breach Web Report 2016_0,8732,2016-03-10,American Express,Electronic,No,1037.0,No,No,No,Yes,No,No,No,2016
8221,NEW Data Breach Web Report 2016_0,8734,2016-03-10,St. Mary's Credit Union,Electronic,No,1.0,No,Yes,No,No,No,No,No,2016
8222,NEW Data Breach Web Report 2016_0,8727,2016-03-10,Endologix Inc,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8223,NEW Data Breach Web Report 2016_0,8729,2016-03-10,GCI,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8224,NEW Data Breach Web Report 2016_0,8739,2016-03-10,Salem Five,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8225,NEW Data Breach Web Report 2016_0,8740,2016-03-10,Salem Five,Electronic,No,2.0,No,No,No,Yes,No,No,No,2016
8226,NEW Data Breach Web Report 2016_0,8741,2016-03-10,Salem Five,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8227,NEW Data Breach Web Report 2016_0,8743,2016-03-10,Salem Five,Electronic,No,2.0,No,No,No,Yes,No,No,No,2016
8228,NEW Data Breach Web Report 2016_0,8744,2016-03-11,Care.com Inc,Electronic,Yes,636.0,Yes,No,No,No,Yes,No,No,2016
8229,NEW Data Breach Web Report 2016_0,8745,2016-03-11,Brigham and Women's Hospital,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2016
8230,NEW Data Breach Web Report 2016_0,8746,2016-03-11,American Express,Electronic,No,169.0,No,No,No,Yes,No,No,No,2016
8231,NEW Data Breach Web Report 2016_0,8747,2016-03-11,Pilgrim Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2016
8232,NEW Data Breach Web Report 2016_0,8748,2016-03-11,USAA Federal Savings Bank,Electronic,Yes,1.0,No,Yes,No,No,No,No,No,2016
8233,NEW Data Breach Web Report 2016_0,8736,2016-03-11,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8234,NEW Data Breach Web Report 2016_0,8737,2016-03-11,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8235,NEW Data Breach Web Report 2016_0,8738,2016-03-11,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8236,NEW Data Breach Web Report 2016_0,8752,2016-03-11,Mutual One,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8237,NEW Data Breach Web Report 2016_0,8749,2016-03-14,Salem Five,Electronic,No,2.0,No,No,No,Yes,No,No,No,2016
8238,NEW Data Breach Web Report 2016_0,8750,2016-03-14,"Foss Manufacturing Company, LLC",Electronic,Yes,84.0,Yes,No,No,No,No,No,No,2016
8239,NEW Data Breach Web Report 2016_0,8771,2016-03-14,"Applied Systems, Inc.",Electronic,Yes,10.0,Yes,No,No,No,Yes,No,No,2016
8240,NEW Data Breach Web Report 2016_0,8772,2016-03-14,Mass Mutual Financial Group,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2016
8241,NEW Data Breach Web Report 2016_0,8773,2016-03-14,Southcoast Hospitals Group,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8242,NEW Data Breach Web Report 2016_0,8774,2016-03-14,Jumpstart,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,Yes,2016
8243,NEW Data Breach Web Report 2016_0,8775,2016-03-14,St Mary's Credit Union,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8244,NEW Data Breach Web Report 2016_0,8776,2016-03-14,York Hospital,Electronic,Yes,27.0,Yes,No,No,No,Yes,No,No,2016
8245,NEW Data Breach Web Report 2016_0,8777,2016-03-14,St. Mary's Credit Union,Electronic,No,20.0,No,No,No,Yes,No,No,No,2016
8246,NEW Data Breach Web Report 2016_0,8778,2016-03-14,Savers Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8247,NEW Data Breach Web Report 2016_0,8779,2016-03-14,Abington Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8248,NEW Data Breach Web Report 2016_0,8780,2016-03-14,Abington Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2016
8249,NEW Data Breach Web Report 2016_0,8791,2016-03-14,Adams Community Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2016
8250,NEW Data Breach Web Report 2016_0,8792,2016-03-14,Seagate US LLC,Electronic,Yes,92.0,Yes,No,No,No,Yes,No,No,2016
8251,NEW Data Breach Web Report 2016_0,8793,2016-03-14,ConvaTec Inc.,Electronic,Yes,11.0,Yes,No,No,No,No,No,No,2016
8252,NEW Data Breach Web Report 2016_0,8794,2016-03-14,Lakes Region Scholarship Foundation,Electronic,Yes,10.0,Yes,No,No,No,No,No,No,2016
8253,NEW Data Breach Web Report 2016_0,8795,2016-03-15,Eagle Bank,Electronic,No,5.0,No,No,No,Yes,No,No,No,2016
8254,NEW Data Breach Web Report 2016_0,8781,2016-03-15,SevOne,Electronic,Yes,70.0,Yes,No,No,No,Yes,No,No,2016
8255,NEW Data Breach Web Report 2016_0,8782,2016-03-15,Mitchell International Inc,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8256,NEW Data Breach Web Report 2016_0,8783,2016-03-15,eClinical Works LLC,Electronic,Yes,964.0,Yes,No,No,No,Yes,No,No,2016
8257,NEW Data Breach Web Report 2016_0,8784,2016-03-15,WorkCare Inc,Electronic,Yes,6.0,Yes,No,No,No,Yes,No,No,2016
8258,NEW Data Breach Web Report 2016_0,8742,2016-03-15,Savers Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8259,NEW Data Breach Web Report 2016_0,8787,2016-03-15,Environmental Resources Management,Electronic,Yes,91.0,Yes,No,No,No,Yes,No,No,2016
8260,NEW Data Breach Web Report 2016_0,8788,2016-03-15,Webster Five,Electronic,No,24.0,No,No,No,Yes,No,No,No,2016
8261,NEW Data Breach Web Report 2016_0,8789,2016-03-15,Webster Five,Electronic,No,11.0,No,No,No,Yes,No,No,No,2016
8262,NEW Data Breach Web Report 2016_0,8790,2016-03-15,Adams Community Bank,Electronic,No,12.0,No,No,No,Yes,No,No,No,2016
8263,NEW Data Breach Web Report 2016_0,8785,2016-03-16,Advance Auto Parts,Electronic,Yes,1989.0,Yes,No,No,No,Yes,No,No,2016
8264,NEW Data Breach Web Report 2016_0,8786,2016-03-16,State Street,Electronic,Yes,27.0,No,Yes,No,No,No,No,No,2016
8265,NEW Data Breach Web Report 2016_0,8796,2016-03-16,SkyOne Federal Credit Union,Electronic,Yes,15.0,Yes,No,No,Yes,Yes,No,Yes,2016
8266,NEW Data Breach Web Report 2016_0,8798,2016-03-16,Mutual One,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8267,NEW Data Breach Web Report 2016_0,8799,2016-03-16,Salem Five,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8268,NEW Data Breach Web Report 2016_0,10381,2016-03-16,The Village Bank,Electronic,No,15.0,No,No,No,Yes,No,No,No,2016
8269,NEW Data Breach Web Report 2016_0,10382,2016-03-16,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8270,NEW Data Breach Web Report 2016_0,10383,2016-03-16,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8271,NEW Data Breach Web Report 2016_0,10384,2016-03-16,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8272,NEW Data Breach Web Report 2016_0,8800,2016-03-17,Enova,Electronic,Yes,1.0,Yes,Yes,No,No,No,No,No,2016
8273,NEW Data Breach Web Report 2016_0,8801,2016-03-17,Intuit,Electronic,Yes,11.0,Yes,No,No,Yes,Yes,No,No,2016
8274,NEW Data Breach Web Report 2016_0,8802,2016-03-17,PerkinElmer Inc,Electronic,Yes,881.0,Yes,No,No,No,Yes,No,No,2016
8275,NEW Data Breach Web Report 2016_0,8803,2016-03-17,Numerex Corp,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8276,NEW Data Breach Web Report 2016_0,8804,2016-03-17,American Express,Electronic,No,1037.0,No,No,No,Yes,No,No,No,2016
8277,NEW Data Breach Web Report 2016_0,8805,2016-03-17,St. Mary's Credit Union,Electronic,No,1.0,No,Yes,No,No,No,No,No,2016
8278,NEW Data Breach Web Report 2016_0,8806,2016-03-17,Discover,Electronic,No,232.0,No,No,No,Yes,No,No,No,2016
8279,NEW Data Breach Web Report 2016_0,8807,2016-03-18,ABM Industries Inc,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2016
8280,NEW Data Breach Web Report 2016_0,8809,2016-03-18,Kennebec Pharmacy and Home Care,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8281,NEW Data Breach Web Report 2016_0,8811,2016-03-18,Steward Health Care System,Electronic,Yes,146.0,Yes,No,No,No,Yes,No,No,2016
8282,NEW Data Breach Web Report 2016_0,8813,2016-03-18,American Express,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8283,NEW Data Breach Web Report 2016_0,8814,2016-03-18,American Express,Electronic,No,115.0,No,No,No,Yes,No,No,No,2016
8284,NEW Data Breach Web Report 2016_0,8815,2016-03-21,The Prudential Insurance Company of America,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2016
8285,NEW Data Breach Web Report 2016_0,8816,2016-03-21,American Express,Electronic,No,19.0,No,No,No,Yes,No,No,No,2016
8286,NEW Data Breach Web Report 2016_0,8817,2016-03-21,Learning Services Corporation,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8287,NEW Data Breach Web Report 2016_0,8820,2016-03-21,Salem Five,Electronic,No,4.0,No,No,No,Yes,No,No,No,2016
8288,NEW Data Breach Web Report 2016_0,8821,2016-03-21,ABB Inc,Electronic,Yes,12.0,Yes,Yes,No,No,Yes,No,Yes,2016
8289,NEW Data Breach Web Report 2016_0,8822,2016-03-21,Netcracker,Electronic,Yes,143.0,Yes,No,No,No,Yes,No,No,2016
8290,NEW Data Breach Web Report 2016_0,8823,2016-03-21,Eagle Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8291,NEW Data Breach Web Report 2016_0,8827,2016-03-21,American Express,Electronic,No,2.0,No,No,No,Yes,No,No,No,2016
8292,NEW Data Breach Web Report 2016_0,8828,2016-03-22,LAZ Karp Associates LLC,Electronic,Yes,1808.0,Yes,No,No,No,Yes,No,No,2016
8293,NEW Data Breach Web Report 2016_0,8829,2016-03-22,Harvard Business School Publishing Inc,Electronic,Yes,10.0,Yes,Yes,Yes,No,No,No,No,2016
8294,NEW Data Breach Web Report 2016_0,8830,2016-03-22,Goodyear Tire & Rubber Company,Electronic,Yes,8.0,Yes,No,Yes,Yes,Yes,No,No,2016
8295,NEW Data Breach Web Report 2016_0,8831,2016-03-22,Heart Rhythm Society,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8296,NEW Data Breach Web Report 2016_0,8835,2016-03-22,Salem Five,Electronic,No,3.0,No,No,No,Yes,No,No,No,2016
8297,NEW Data Breach Web Report 2016_0,8837,2016-03-22,Lanyon Solution Inc,Electronic,Yes,45.0,Yes,No,No,No,Yes,No,No,2016
8298,NEW Data Breach Web Report 2016_0,8838,2016-03-22,Peloton Interactive Inc,Electronic,Yes,15.0,Yes,No,No,No,Yes,No,No,2016
8299,NEW Data Breach Web Report 2016_0,8840,2016-03-22,TJX Companies Inc.,Electronic,Yes,48.0,Yes,No,No,No,Yes,No,No,2016
8300,NEW Data Breach Web Report 2016_0,8841,2016-03-22,"Donellon, Orcutt, Patch, & Scallard, PC",Electronic,Yes,2900.0,Yes,Yes,No,No,No,No,No,2016
8301,NEW Data Breach Web Report 2016_0,8842,2016-03-22,OpSec Security Inc,Electronic,Yes,34.0,Yes,No,No,No,Yes,No,No,2016
8302,NEW Data Breach Web Report 2016_0,8824,2016-03-22,Sirius XM,Electronic,Yes,8.0,No,Yes,No,No,Yes,No,No,2016
8303,NEW Data Breach Web Report 2016_0,8825,2016-03-22,CareCentrix Inc,Electronic,Yes,37.0,Yes,No,No,No,Yes,No,No,2016
8304,NEW Data Breach Web Report 2016_0,8843,2016-03-23,Harvey Mudd College,Electronic,Yes,4.0,Yes,Yes,No,No,No,No,No,2016
8305,NEW Data Breach Web Report 2016_0,8844,2016-03-23,The Kantar Group,Electronic,Yes,331.0,Yes,No,No,No,Yes,No,No,2016
8306,NEW Data Breach Web Report 2016_0,8846,2016-03-23,Automatic Data Processing,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8307,NEW Data Breach Web Report 2016_0,8847,2016-03-23,Salem Five,Electronic,No,9.0,No,No,No,Yes,No,No,No,2016
8308,NEW Data Breach Web Report 2016_0,10385,2016-03-23,The Village Bank,Electronic,No,19.0,No,No,No,Yes,No,No,No,2016
8309,NEW Data Breach Web Report 2016_0,8848,2016-03-24,Avendra LLC,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2016
8310,NEW Data Breach Web Report 2016_0,8849,2016-03-24,Toyota Motor Credit Corporation,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2016
8311,NEW Data Breach Web Report 2016_0,8850,2016-03-24,Dynamic Aviation,Electronic,Yes,5.0,Yes,No,No,No,Yes,No,No,2016
8312,NEW Data Breach Web Report 2016_0,8851,2016-03-24,YourEncore Inc,Electronic,Yes,18.0,Yes,No,No,No,No,No,No,2016
8313,NEW Data Breach Web Report 2016_0,8852,2016-03-24,St. Mary's Credit Union,Electronic,No,9.0,No,No,No,Yes,No,No,No,2016
8314,NEW Data Breach Web Report 2016_0,8853,2016-03-24,Convey Health Solutions Inc,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8315,NEW Data Breach Web Report 2016_0,8854,2016-03-24,Stratex Partners,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8316,NEW Data Breach Web Report 2016_0,8855,2016-03-24,Savers Bank,Electronic,No,1.0,No,Yes,No,No,No,No,No,2016
8317,NEW Data Breach Web Report 2016_0,8856,2016-03-24,St. Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8318,NEW Data Breach Web Report 2016_0,8857,2016-03-24,Management Health Systems,Electronic,Yes,24.0,Yes,No,No,No,Yes,No,No,2016
8319,NEW Data Breach Web Report 2016_0,8858,2016-03-25,Smith & Nephew PLC,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8320,NEW Data Breach Web Report 2016_0,8859,2016-03-25,Eagle Bank,Electronic,No,4.0,No,Yes,No,No,No,No,No,2016
8321,NEW Data Breach Web Report 2016_0,8860,2016-03-25,Bank of America,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8322,NEW Data Breach Web Report 2016_0,8861,2016-03-25,Gryphon Technologies LC,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8323,NEW Data Breach Web Report 2016_0,8862,2016-03-25,Mutual One,Electronic,No,2.0,No,No,No,Yes,No,No,No,2016
8324,NEW Data Breach Web Report 2016_0,8863,2016-03-25,NRT,Electronic,Yes,7.0,Yes,No,Yes,Yes,Yes,No,No,2016
8325,NEW Data Breach Web Report 2016_0,8888,2016-03-25,The Trustees of Columbia University in the City of New York,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8326,NEW Data Breach Web Report 2016_0,8886,2016-03-25,"Nuverra Environmental Solutions, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8327,NEW Data Breach Web Report 2016_0,8887,2016-03-28,Abrams Little-Gill Loberfeld PC,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2016
8328,NEW Data Breach Web Report 2016_0,8865,2016-03-28,Prudential Insurance Company of America,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8329,NEW Data Breach Web Report 2016_0,8866,2016-03-28,The Dixie Group Inc,Electronic,Yes,4.0,Yes,No,No,No,Yes,No,No,2016
8330,NEW Data Breach Web Report 2016_0,8867,2016-03-28,The Vanguard Group,Electronic,Yes,1.0,No,Yes,No,No,No,No,No,2016
8331,NEW Data Breach Web Report 2016_0,8868,2016-03-28,Bank of America,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2016
8332,NEW Data Breach Web Report 2016_0,8869,2016-03-28,DSCI LLC,Electronic,Yes,32.0,Yes,No,No,No,Yes,No,No,2016
8333,NEW Data Breach Web Report 2016_0,8870,2016-03-28,"ARC International, NA LLC",Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2016
8334,NEW Data Breach Web Report 2016_0,8871,2016-03-28,MCS Group Inc,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2016
8335,NEW Data Breach Web Report 2016_0,8872,2016-03-28,AI Friedman,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2016
8336,NEW Data Breach Web Report 2016_0,8874,2016-03-30,Affinion Group,Electronic,Yes,19.0,Yes,No,No,No,Yes,No,No,2016
8337,NEW Data Breach Web Report 2016_0,8876,2016-03-30,The Commonwealth of MA- Department of Revenue,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2016
8338,NEW Data Breach Web Report 2016_0,8864,2016-03-30,Mutual One,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
8339,NEW Data Breach Web Report 2016_0,10386,2016-03-30,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2016
